,Latitude,Longitude,MedInc
15076,32.81,-116.99,4.2386
15077,32.81,-116.99,6.2787
15078,32.83,-116.97,2.6458
15079,32.81,-116.97,2.1422
15080,32.8,-116.97,2.4367
15081,32.81,-116.94,2.8175
15082,32.8,-116.94,2.4141
15083,32.8,-116.96,2.065
15084,32.8,-116.96,3.369
15085,32.82,-116.92,5.0118
15086,32.81,-116.92,3.3669
15087,32.82,-116.93,4.2586
15088,32.81,-116.91,5.4834
15089,32.8,-116.92,3.5586
15090,32.81,-116.92,1.6686
15091,32.8,-116.93,2.0685
15092,32.81,-116.93,2.6429
15093,32.82,-116.95,2.9161
15094,32.82,-116.95,2.5949
15095,32.81,-116.95,3.1106
15096,32.81,-116.96,2.9097
15097,32.82,-116.94,3.2411
15098,32.81,-116.94,2.136
15099,32.81,-116.95,2.543
15100,32.82,-116.95,3.8024
15101,32.83,-116.97,2.949
15102,32.83,-116.99,3.1979
15103,32.85,-116.99,4.0931
15104,32.85,-116.98,4.0882
15105,32.83,-117.01,3.3067
15106,32.84,-117.01,3.1023
15107,32.84,-117.02,5.131
15108,32.85,-116.96,4.1716
15109,32.86,-116.96,4.4347
15110,32.87,-116.96,4.8286
15111,32.88,-116.98,4.3952
15112,32.86,-116.98,4.7717
15113,32.86,-116.98,4.0693
15114,32.87,-117.0,4.4904
15115,32.85,-117.01,5.4903
15116,32.85,-117.0,5.282
15117,32.83,-116.95,3.3081
15118,32.84,-116.95,3.4286
15119,32.85,-116.93,2.5388
15120,32.85,-116.93,3.1142
15121,32.85,-116.94,4.7578
15122,32.84,-116.94,4.5278
15123,32.83,-116.94,3.7831
15124,32.86,-116.88,5.0733
15125,32.87,-116.86,5.0524
15126,32.86,-116.84,3.2516
15127,32.85,-116.89,2.8906
15128,32.87,-116.91,4.3818
15129,32.86,-116.91,2.5365
15130,32.86,-116.91,3.6898
15131,32.86,-116.92,2.3693
15132,32.83,-116.93,3.944
15133,32.83,-116.93,2.3203
15134,32.82,-116.92,2.8875
15135,32.85,-116.92,4.0625
15136,32.84,-116.92,4.6674
15137,32.83,-116.91,4.105
15138,32.82,-116.92,4.0048
15139,32.85,-116.91,4.5096
15140,32.85,-116.89,5.1185
15141,32.84,-116.9,2.7069
15142,32.82,-116.89,5.0201
15143,32.84,-116.9,4.0873
15144,32.82,-116.91,3.8073
15145,32.9,-116.96,5.3008
15146,32.89,-116.94,5.2542
15147,32.87,-116.94,5.2614
15148,32.87,-116.93,3.6027
15149,32.9,-116.9,4.0806
15150,32.92,-116.84,3.1607
15151,33.01,-117.05,4.625
15152,33.01,-117.05,10.6186
15153,33.01,-117.04,8.4721
15154,33.0,-117.03,7.7569
15155,32.99,-117.04,6.6012
15156,32.98,-117.04,6.0226
15157,32.99,-117.06,6.2683
15158,32.97,-117.05,5.5882
15159,32.96,-117.05,4.8295
15160,32.97,-117.04,4.5746
15161,32.97,-117.03,4.5625
15162,32.96,-117.03,4.121
15163,32.96,-116.99,4.8854
15164,32.95,-117.02,3.7784
15165,32.95,-117.03,4.5032
15166,32.95,-117.05,3.9531
15167,32.95,-117.05,3.2369
15168,33.02,-117.06,1.9176
15169,33.01,-117.06,3.5192
15170,33.01,-117.07,3.1187
15171,33.02,-117.07,2.6048
15172,33.04,-117.06,5.7382
15173,33.03,-117.06,7.0913
15174,33.03,-117.07,5.09
15175,33.03,-117.07,6.8099
15176,33.03,-117.08,4.3424
15177,33.04,-117.07,3.6437
15178,33.03,-117.08,3.3724
15179,33.03,-117.08,5.8747
15180,33.03,-117.08,5.3074
15181,33.03,-117.09,6.4211
15182,33.04,-117.08,6.53
15183,33.02,-117.15,7.2731
15184,32.97,-117.1,2.4459
15185,32.96,-117.1,4.1279
15186,33.05,-117.05,5.6436
15187,33.04,-117.05,6.7769
15188,33.03,-117.05,4.5
15189,33.03,-117.05,4.3571
15190,33.02,-117.06,5.8966
15191,33.02,-117.05,6.3517
15192,33.04,-117.01,7.7684
15193,33.03,-117.04,6.3761
15194,32.99,-117.01,8.4284
15195,33.01,-116.99,7.7517
15196,32.91,-117.09,6.5706
15197,32.91,-117.09,7.0546
15198,32.9,-117.09,6.2715
15199,32.9,-117.1,5.149
15200,32.9,-117.11,4.4766
15201,32.91,-117.11,7.5992
15202,32.91,-117.08,6.5853
15203,32.93,-117.08,6.0857
15204,32.91,-117.08,7.5604
15205,33.01,-117.07,5.1998
15206,33.01,-117.06,4.4219
15207,33.0,-117.07,4.25
15208,33.0,-117.07,4.955
15209,33.01,-117.08,6.1949
15210,32.99,-117.09,5.1909
15211,32.99,-117.09,4.6028
15212,32.98,-117.09,2.3182
15213,32.96,-117.12,5.2463
15214,32.97,-117.11,6.0862
15215,33.0,-117.1,5.9094
15216,32.95,-117.11,4.9485
15217,32.95,-117.12,6.3542
15218,32.96,-117.12,6.0175
15219,32.95,-117.12,4.988
15220,32.97,-117.08,5.4584
15221,32.97,-117.06,4.3548
15222,33.06,-117.25,6.439
15223,33.05,-117.25,4.3286
15224,33.05,-117.26,6.2513
15225,33.06,-117.26,7.6832
15226,33.05,-117.24,5.3129
15227,33.05,-117.24,6.4027
15228,33.07,-117.2,5.9289
15229,33.06,-117.16,5.8661
15230,33.03,-117.21,11.0911
15231,33.02,-117.18,13.6623
15232,33.02,-117.21,10.156
15233,33.01,-117.23,11.1118
15234,32.97,-117.26,6.4651
15235,32.96,-117.26,10.1768
15236,32.95,-117.26,5.6582
15237,32.95,-117.26,4.4375
15238,32.96,-117.3,4.2875
15239,33.01,-117.25,7.7317
15240,33.0,-117.24,7.5975
15241,32.99,-117.23,15.0001
15242,32.99,-117.25,7.472
15243,33.0,-117.25,5.8393
15244,33.0,-117.26,4.7841
15245,33.0,-117.27,5.1523
15246,33.0,-117.31,6.8443
15247,32.99,-117.26,2.7348
15248,32.99,-117.27,5.5922
15249,32.98,-117.26,4.125
15250,32.98,-117.31,4.1012
15251,32.98,-117.27,5.2742
15252,33.01,-117.32,4.125
15253,33.02,-117.28,4.2356
15254,33.02,-117.27,4.7179
15255,33.04,-117.26,6.3525
15256,33.04,-117.26,6.6319
15257,33.04,-117.24,3.212
15258,33.03,-117.25,6.9326
15259,33.03,-117.27,3.9826
15260,33.03,-117.27,3.5313
15261,33.02,-117.26,6.3712
15262,33.03,-117.27,4.87
15263,33.02,-117.27,5.797999999999999
15264,33.05,-117.29,3.1667
15265,33.04,-117.28,3.5179
15266,33.04,-117.27,3.55
15267,33.04,-117.29,4.7333
15268,33.03,-117.33,2.8611
15269,33.07,-117.3,6.4247
15270,33.08,-117.29,5.7787
15271,33.08,-117.27,6.0922
15272,33.06,-117.29,6.1509
15273,33.06,-117.28,4.0118
15274,33.06,-117.27,3.197
15275,33.05,-117.27,2.9083
15276,33.08,-117.3,4.0
15277,33.06,-117.34,4.3182
15278,33.07,-117.31,3.2984
15279,33.07,-117.3,3.5585
15280,33.06,-117.3,3.194
15281,33.06,-117.3,4.027
15282,33.05,-117.3,3.2308
15283,33.17,-117.33,4.0791
15284,33.16,-117.34,4.5694
15285,33.16,-117.33,4.0585
15286,33.15,-117.32,5.4904
15287,33.12,-117.32,2.7717
15288,33.1,-117.31,3.5341
15289,33.13,-117.29,3.9205
15290,33.11,-117.31,4.1282
15291,33.12,-117.29,4.7961
15292,33.1,-117.29,5.1837
15293,33.1,-117.28,6.5338
15294,33.17,-117.35,2.478
15295,33.16,-117.34,2.25
15296,33.15,-117.34,3.0306
15297,33.16,-117.35,3.975
15298,33.16,-117.35,3.7891
15299,33.15,-117.34,3.3536
15300,33.18,-117.36,2.5509
15301,33.18,-117.36,2.8893
15302,33.17,-117.35,3.625
15303,33.17,-117.36,2.3182
15304,33.18,-117.37,2.6979
15305,33.19,-117.37,1.8214
15306,33.19,-117.37,2.8819
15307,33.19,-117.37,1.9562
15308,33.19,-117.37,4.1875
15309,33.19,-117.38,2.4583
15310,33.14,-117.38,3.209
15311,33.19,-117.38,1.9891
15312,33.2,-117.38,1.9386
15313,33.2,-117.37,1.6318
15314,33.19,-117.38,1.5625
15315,33.2,-117.38,1.3903
15316,33.2,-117.36,1.3269
15317,33.2,-117.36,2.9539
15318,33.2,-117.36,3.2917
15319,33.2,-117.35,2.5754
15320,33.21,-117.35,4.25
15321,33.21,-117.34,4.0109
15322,33.2,-117.35,3.9875
15323,33.21,-117.34,2.7386
15324,33.19,-117.35,5.1733
15325,33.19,-117.34,5.276
15326,33.19,-117.33,2.9716
15327,33.19,-117.34,5.7409
15328,33.24,-117.29,3.1875
15329,33.23,-117.3,2.765
15330,33.23,-117.32,1.6402
15331,33.24,-117.31,4.0469
15332,33.22,-117.32,2.4375
15333,33.22,-117.33,2.7846
15334,33.22,-117.32,2.7417
15335,33.21,-117.33,2.2882
15336,33.22,-117.3,3.7568
15337,33.19,-117.31,4.3762
15338,33.2,-117.29,2.4754
15339,33.18,-117.31,2.0147
15340,33.19,-117.29,3.0704
15341,33.2,-117.28,4.3428
15342,33.22,-117.37,3.676
15343,33.23,-117.35,3.8958
15344,33.21,-117.35,2.675
15345,33.21,-117.38,2.6442
15346,33.2,-117.37,2.0272
15347,33.28,-117.28,3.8156
15348,33.3,-117.25,6.3054
15349,33.26,-117.26,4.3429
15350,33.26,-117.3,4.1713
15351,33.25,-117.3,3.7933
15352,33.25,-117.31,3.125
15353,33.25,-117.31,2.8558
15354,33.25,-117.32,4.85
15355,33.25,-117.32,3.6301
15356,33.23,-117.34,3.1062
15357,33.23,-117.33,2.5872
15358,33.23,-117.33,3.33
15359,33.24,-117.33,2.9386
15360,33.35,-117.42,2.5729
15361,33.34,-117.24,4.5764
15362,33.36,-117.22,4.605
15363,33.31,-117.22,6.2475
15364,33.34,-117.21,5.4563
15365,33.34,-117.19,6.1009
15366,33.34,-117.17,2.7986
15367,33.29,-117.2,4.0357
15368,33.28,-117.17,5.1786
15369,33.38,-117.25,3.0
15370,33.4,-117.24,3.7857
15371,33.38,-117.23,2.8393
15372,33.38,-117.24,3.668
15373,33.38,-117.25,2.0956
15374,33.39,-117.25,2.375
15375,33.37,-117.26,2.2368
15376,33.37,-117.25,1.995
15377,33.37,-117.24,4.5391
15378,33.36,-117.24,4.5
15379,33.36,-117.25,2.3214
15380,33.46,-117.34,5.5395
15381,33.41,-117.19,4.0882
15382,33.39,-117.14,3.8547
15383,33.38,-117.2,5.0507
15384,33.36,-117.1,3.2614
15385,33.31,-116.95,2.2393
15386,33.32,-117.03,3.8438
15387,33.29,-117.05,7.0177
15388,33.26,-117.05,3.7644
15389,33.27,-117.12,4.9375
15390,33.29,-117.0,8.2531
15391,33.26,-116.98,4.7647
15392,33.2,-116.99,3.1553
15393,33.22,-116.9,3.1906
15394,33.23,-117.14,3.1272
15395,33.23,-117.11,4.9335
15396,33.23,-117.08,4.15
15397,33.24,-117.2,6.2079
15398,33.2,-117.15,4.0328
15399,33.2,-117.2,5.542999999999999
15400,33.22,-117.22,3.3882
15401,33.22,-117.22,1.7217
15402,33.22,-117.22,1.9571
15403,33.24,-117.23,4.3068
15404,33.23,-117.24,4.0776
15405,33.23,-117.24,3.4359
15406,33.23,-117.23,2.9875
15407,33.22,-117.23,1.808
15408,33.22,-117.23,2.0246
15409,33.22,-117.24,4.1316
15410,33.21,-117.24,2.1293
15411,33.21,-117.23,4.125
15412,33.25,-117.25,4.6187
15413,33.23,-117.27,4.1405
15414,33.22,-117.27,5.0249
15415,33.22,-117.27,1.8849
15416,33.22,-117.28,2.3844
15417,33.21,-117.27,4.4531
15418,33.22,-117.25,3.9815
15419,33.22,-117.25,3.5
15420,33.21,-117.26,3.0197
15421,33.2,-117.28,4.21
15422,33.2,-117.27,4.2054
15423,33.2,-117.26,2.8214
15424,33.2,-117.27,4.3542
15425,33.19,-117.27,2.724
15426,33.19,-117.28,3.4456
15427,33.21,-117.25,2.066
15428,33.21,-117.24,2.1875
15429,33.21,-117.24,3.0982
15430,33.2,-117.24,2.4505
15431,33.2,-117.24,2.5119
15432,33.2,-117.25,2.0625
15433,33.2,-117.25,2.7961
15434,33.21,-117.25,2.6339
15435,33.21,-117.23,3.6181
15436,33.21,-117.22,3.6375
15437,33.2,-117.22,4.4844
15438,33.2,-117.23,3.5109
15439,33.2,-117.23,4.8929
15440,33.2,-117.21,5.04
15441,33.19,-117.22,2.7019
15442,33.18,-117.27,2.9133
15443,33.19,-117.26,2.9469
15444,33.19,-117.26,4.2361
15445,33.19,-117.25,4.5764
15446,33.19,-117.24,2.9191
15447,33.19,-117.23,3.6346
15448,33.18,-117.24,5.0195
15449,33.17,-117.3,4.1807
15450,33.17,-117.32,4.2383
15451,33.17,-117.31,5.5520000000000005
15452,33.16,-117.31,5.5956
15453,33.16,-117.31,5.6605
15454,33.18,-117.29,2.7644
15455,33.18,-117.29,3.1667
15456,33.18,-117.28,2.1205
15457,33.18,-117.28,6.2096
15458,33.18,-117.26,4.5781
15459,33.15,-117.27,4.6357
15460,33.15,-117.29,4.0625
15461,33.17,-117.24,4.2826
15462,33.17,-117.22,3.625
15463,33.16,-117.23,4.0
15464,33.16,-117.23,3.6736
15465,33.18,-117.22,3.3444
15466,33.17,-117.21,3.75
15467,33.19,-117.21,4.8152
15468,33.18,-117.19,4.1128
15469,33.16,-117.21,2.6487
15470,33.16,-117.2,2.3159
15471,33.15,-117.2,3.0139
15472,33.14,-117.2,3.8147
15473,33.14,-117.22,5.0123
15474,33.14,-117.21,2.8586
15475,33.13,-117.21,2.2278
15476,33.18,-117.17,3.0221
15477,33.16,-117.18,3.1793
15478,33.16,-117.15,3.5839
15479,33.16,-117.14,5.6874
15480,33.15,-117.13,3.4833
15481,33.15,-117.14,5.5696
15482,33.15,-117.14,5.0346
15483,33.14,-117.15,2.3062
15484,33.15,-117.13,3.1776
15485,33.14,-117.13,4.8526
15486,33.14,-117.13,4.1053
15487,33.14,-117.12,4.1641
15488,33.14,-117.12,3.8967
15489,33.14,-117.13,4.0495
15490,33.14,-117.19,2.3267
15491,33.15,-117.18,2.32
15492,33.13,-117.21,3.775
15493,33.12,-117.2,5.1194
15494,33.12,-117.21,4.3672
15495,33.11,-117.18,5.1814
15496,33.12,-117.25,5.311
15497,33.11,-117.24,6.0336
15498,33.1,-117.23,7.745
15499,33.1,-117.25,3.9464
15500,33.09,-117.26,7.0423
15501,33.09,-117.26,4.1667
15502,33.09,-117.23,6.3373
15503,33.08,-117.25,7.5402
15504,33.08,-117.25,6.617000000000001
15505,33.08,-117.26,5.3905
15506,33.13,-117.09,3.0426
15507,33.14,-117.08,4.3846
15508,33.14,-117.08,4.2357
15509,33.14,-117.07,4.7426
15510,33.15,-117.07,5.1842
15511,33.15,-117.06,4.7941
15512,33.19,-117.11,5.0461
15513,33.18,-117.03,5.1771
15514,33.17,-117.06,4.4477
15515,33.17,-117.1,5.4819
15516,33.16,-117.08,4.8554
15517,33.15,-117.07,3.2024
15518,33.14,-117.08,3.5462
15519,33.15,-117.09,3.4764
15520,33.13,-117.07,2.6152
15521,33.13,-117.07,2.1786
15522,33.14,-117.06,3.8185
15523,33.13,-117.05,2.3762
15524,33.15,-117.04,2.8247
15525,33.14,-117.05,2.25
15526,33.13,-117.06,2.8015
15527,33.13,-117.08,2.1437
15528,33.12,-117.08,0.7054
15529,33.15,-117.11,4.7019
15530,33.15,-117.1,3.1467
15531,33.15,-117.12,4.4655
15532,33.18,-117.14,3.7109
15533,33.14,-117.1,2.3171
15534,33.14,-117.11,3.4455
15535,33.12,-117.14,4.9005
15536,33.13,-117.13,2.082
15537,33.12,-117.11,3.875
15538,33.12,-117.1,0.813
15539,33.11,-117.11,2.2875
15540,33.07,-117.14,4.3513
15541,33.07,-117.12,3.6389
15542,33.07,-117.1,8.6803
15543,33.07,-117.07,8.5957
15544,33.09,-117.1,4.4375
15545,33.08,-117.08,4.9844
15546,33.1,-117.09,3.8292
15547,33.09,-117.08,4.7566
15548,33.12,-117.09,2.5284
15549,33.11,-117.08,2.5331
15550,33.11,-117.08,2.2
15551,33.11,-117.09,3.1429
15552,33.12,-117.08,1.8363
15553,33.11,-117.07,3.0915
15554,33.11,-117.08,2.2146
15555,33.12,-117.08,1.875
15556,33.12,-117.07,3.1458
15557,33.12,-117.07,2.7216
15558,33.12,-117.07,2.4122
15559,33.11,-117.07,3.0054
15560,33.09,-117.06,4.0484
15561,33.13,-117.03,4.7022
15562,33.13,-116.97,6.7957
15563,33.13,-117.05,4.2813
15564,33.11,-117.05,5.4786
15565,33.13,-117.05,5.2323
15566,33.1,-117.05,6.1868
15567,33.12,-117.03,5.4663
15568,33.09,-117.04,6.1834
15569,33.06,-116.93,4.8836
15570,32.99,-116.89,5.0278
15571,32.96,-116.95,4.5
15572,33.08,-116.84,4.0408
15573,33.08,-116.77,5.5842
15574,33.0,-116.78,5.5102
15575,33.01,-116.84,5.4155
15576,33.05,-116.88,2.8827
15577,33.02,-116.88,5.2596
15578,33.03,-116.9,3.475
15579,33.05,-116.86,3.6348
15580,33.02,-116.86,4.6518
15581,33.02,-116.84,5.6674
15582,33.33,-116.74,2.4744
15583,33.16,-116.68,2.1797
15584,33.06,-116.6,2.7813
15585,33.09,-116.58,3.0089
15586,33.05,-116.56,4.125
15587,33.04,-116.61,3.875
15588,33.09,-116.66,1.5909
15589,32.97,-116.67,5.359
15590,32.9,-116.52,4.57
15591,33.36,-116.34,3.3214
15592,33.28,-116.32,3.3625
15593,33.07,-116.26,1.9875
15594,32.84,-116.28,2.5179
15595,33.19,-116.37,2.5795
15596,32.69,-116.58,2.919
15597,32.65,-116.45,2.1949
15598,32.74,-116.35,1.7137
15599,32.64,-116.2,1.4648
15600,32.85,-116.75,4.2321
15601,32.84,-116.79,3.5769
15602,32.84,-116.76,3.1196
15603,32.82,-116.77,2.875
15604,32.82,-116.75,6.6361
15605,32.8,-116.8,6.1481
15606,32.86,-116.62,4.0159
15607,32.79,-116.66,6.2152
15608,32.75,-116.87,5.5164
15609,32.73,-116.91,6.4745
15610,32.72,-116.87,5.7652
15611,32.67,-116.89,6.2578
15612,32.74,-116.76,4.7367
15613,32.61,-116.79,3.5227
15614,37.81,-122.41,3.6728
15615,37.81,-122.41,1.8981
15616,37.81,-122.42,4.3472
15617,37.8,-122.42,8.0755
15618,37.8,-122.42,4.9211
15619,37.8,-122.42,3.2356
15620,37.8,-122.42,4.4712
15621,37.8,-122.41,3.1477
15622,37.8,-122.41,4.1607
15623,37.8,-122.41,5.4378
15624,37.8,-122.41,2.5875
15625,37.8,-122.41,3.6065
15626,37.8,-122.41,6.3245
15627,37.8,-122.4,4.775
15628,37.8,-122.4,4.2015
15629,37.81,-122.4,7.7852
15630,37.8,-122.41,2.8229
15631,37.8,-122.4,1.9063
15632,37.8,-122.41,2.75
15633,37.8,-122.41,3.3839
15634,37.8,-122.41,1.8295
15635,37.8,-122.41,0.8836
15636,37.8,-122.41,5.8660000000000005
15637,37.8,-122.41,3.5746
15638,37.79,-122.41,2.9871
15639,37.8,-122.42,4.3472
15640,37.8,-122.42,4.2458
15641,37.8,-122.42,2.0987
15642,37.8,-122.42,3.3643
15643,37.8,-122.42,2.5603
15644,37.79,-122.42,2.565
15645,37.79,-122.42,2.1343
15646,37.79,-122.42,2.5013
15647,37.79,-122.41,3.0296
15648,37.79,-122.41,3.3681
15649,37.79,-122.41,3.5066
15650,37.8,-122.41,1.9145
15651,37.79,-122.41,1.3668
15652,37.8,-122.41,0.9
15653,37.8,-122.39,4.5581
15654,37.79,-122.4,1.4552
15655,37.79,-122.41,1.5156
15656,37.79,-122.41,3.2059
15657,37.79,-122.41,2.5166
15658,37.79,-122.42,1.8068
15659,37.79,-122.41,1.724
15660,37.78,-122.42,2.3304
15661,37.78,-122.42,0.8543
15662,37.81,-122.43,3.7679
15663,37.8,-122.44,3.4801
15664,37.8,-122.44,4.2857
15665,37.81,-122.43,4.6781
15666,37.81,-122.45,3.9028
15667,37.8,-122.44,5.0376
15668,37.8,-122.44,4.5523
15669,37.8,-122.44,3.2447
15670,37.8,-122.44,2.7717
15671,37.8,-122.44,4.625
15672,37.8,-122.44,7.9761
15673,37.8,-122.44,5.2539
15674,37.8,-122.44,3.9856
15675,37.8,-122.43,4.1047
15676,37.8,-122.43,4.199
15677,37.8,-122.43,3.3715
15678,37.8,-122.43,3.6893
15679,37.8,-122.43,3.2235
15680,37.8,-122.43,4.0417
15681,37.8,-122.42,4.038
15682,37.8,-122.43,5.0365
15683,37.8,-122.43,5.7934
15684,37.8,-122.43,4.5399
15685,37.8,-122.42,4.5913
15686,37.79,-122.42,4.0156
15687,37.79,-122.43,3.8068
15688,37.79,-122.43,7.2623
15689,37.79,-122.43,5.8543
15690,37.79,-122.44,5.3124
15691,37.79,-122.44,10.8783
15692,37.79,-122.44,8.0755
15693,37.79,-122.44,15.0001
15694,37.79,-122.45,10.0914
15695,37.79,-122.45,5.5634
15696,37.79,-122.45,1.4804
15697,37.79,-122.45,10.7097
15698,37.79,-122.46,14.2959
15699,37.79,-122.46,5.2909
15700,37.79,-122.44,3.975
15701,37.79,-122.44,4.4375
15702,37.79,-122.44,6.4209
15703,37.79,-122.43,4.3986
15704,37.79,-122.43,4.2042
15705,37.79,-122.42,2.6607
15706,37.79,-122.42,3.4423
15707,37.79,-122.43,2.7165
15708,37.79,-122.43,3.4375
15709,37.79,-122.43,5.0049
15710,37.79,-122.44,4.4464
15711,37.79,-122.44,4.0882
15712,37.79,-122.44,3.6812
15713,37.78,-122.44,2.8569
15714,37.78,-122.45,3.1576
15715,37.79,-122.45,3.7188
15716,37.78,-122.45,5.0156
15717,37.79,-122.43,2.6782
15718,37.78,-122.43,1.3062
15719,37.78,-122.44,1.4866
15720,37.78,-122.45,3.7159
15721,37.78,-122.45,4.0
15722,37.78,-122.46,5.2806
15723,37.78,-122.44,3.6875
15724,37.78,-122.44,2.8654
15725,37.78,-122.44,3.875
15726,37.78,-122.45,4.1319
15727,37.78,-122.45,3.2011
15728,37.78,-122.45,3.6667
15729,37.78,-122.44,2.151
15730,37.78,-122.43,2.9792
15731,37.78,-122.44,3.3882
15732,37.78,-122.44,2.943
15733,37.78,-122.44,2.4196
15734,37.78,-122.44,3.1607
15735,37.78,-122.43,2.6392
15736,37.78,-122.43,3.6437
15737,37.78,-122.42,3.1462
15738,37.78,-122.42,1.8438
15739,37.78,-122.43,1.077
15740,37.78,-122.43,0.9355
15741,37.78,-122.42,2.4414
15742,37.78,-122.42,2.1516
15743,37.78,-122.43,1.3844
15744,37.78,-122.43,2.105
15745,37.78,-122.43,2.8202
15746,37.77,-122.43,2.9567
15747,37.78,-122.44,2.5721
15748,37.77,-122.44,2.0161
15749,37.77,-122.45,3.3679
15750,37.77,-122.45,3.3068
15751,37.77,-122.45,3.0906
15752,37.77,-122.44,3.6186
15753,37.77,-122.45,4.1417
15754,37.77,-122.45,3.0409
15755,37.77,-122.45,3.35
15756,37.77,-122.43,3.3702
15757,37.77,-122.43,4.445
15758,37.77,-122.44,3.2239
15759,37.77,-122.44,3.0766
15760,37.77,-122.42,2.5186
15761,37.77,-122.42,2.879
15762,37.77,-122.43,2.6914
15763,37.77,-122.43,2.3977
15764,37.77,-122.43,2.3887
15765,37.77,-122.43,3.2981
15766,37.77,-122.43,2.7587
15767,37.77,-122.43,3.6894
15768,37.77,-122.44,5.1788
15769,37.77,-122.44,4.4085
15770,37.76,-122.44,6.8939
15771,37.77,-122.44,4.4875
15772,37.77,-122.44,4.3667
15773,37.76,-122.45,4.6912
15774,37.76,-122.45,4.6477
15775,37.77,-122.45,3.575
15776,37.77,-122.45,4.5052
15777,37.78,-122.41,1.1185
15778,37.78,-122.41,1.4554
15779,37.78,-122.41,3.8625
15780,37.77,-122.41,3.2292
15781,37.77,-122.41,2.6083
15782,37.78,-122.4,2.5742
15783,37.77,-122.41,3.4671
15784,37.78,-122.41,1.8519
15785,37.78,-122.39,4.7105
15786,37.78,-122.39,3.6037
15787,37.79,-122.39,4.6563
15788,37.81,-122.37,2.7909
15789,37.78,-122.4,1.6125
15790,37.77,-122.4,4.3958
15791,37.77,-122.42,2.0548
15792,37.77,-122.42,1.375
15793,37.76,-122.42,1.3365
15794,37.77,-122.42,2.7794
15795,37.77,-122.42,2.5755
15796,37.76,-122.42,2.5403
15797,37.77,-122.43,3.6031
15798,37.76,-122.43,3.8261
15799,37.76,-122.43,2.8458
15800,37.76,-122.44,4.2222
15801,37.76,-122.44,4.6053
15802,37.75,-122.44,4.3232
15803,37.76,-122.44,4.05
15804,37.76,-122.44,5.2519
15805,37.76,-122.45,5.6235
15806,37.76,-122.44,3.3702
15807,37.76,-122.44,3.9079
15808,37.76,-122.44,5.0731
15809,37.76,-122.43,3.5655
15810,37.76,-122.43,4.75
15811,37.76,-122.43,4.2569
15812,37.76,-122.43,3.3565
15813,37.76,-122.42,3.3937
15814,37.76,-122.42,3.5052
15815,37.76,-122.42,2.6803
15816,37.76,-122.42,2.0329
15817,37.76,-122.42,2.5701
15818,37.76,-122.42,1.65
15819,37.76,-122.42,1.3824
15820,37.75,-122.42,2.1289
15821,37.75,-122.42,3.3816
15822,37.75,-122.42,2.1971
15823,37.75,-122.42,2.2328
15824,37.75,-122.42,2.7173
15825,37.75,-122.42,3.5536
15826,37.75,-122.42,2.9052
15827,37.75,-122.42,3.0
15828,37.75,-122.43,3.575
15829,37.75,-122.43,4.0625
15830,37.75,-122.43,4.0568
15831,37.76,-122.43,4.4318
15832,37.75,-122.43,4.7946
15833,37.75,-122.44,4.0
15834,37.75,-122.44,4.2708
15835,37.75,-122.43,3.7545
15836,37.75,-122.44,4.2667
15837,37.75,-122.44,5.0505
15838,37.75,-122.43,3.5114
15839,37.75,-122.43,4.875
15840,37.75,-122.43,3.95
15841,37.75,-122.42,3.2632
15842,37.74,-122.42,4.6547
15843,37.74,-122.42,3.0833
15844,37.74,-122.43,5.0196
15845,37.75,-122.43,3.775
15846,37.75,-122.43,5.0519
15847,37.75,-122.44,4.5469
15848,37.74,-122.44,4.2672
15849,37.74,-122.44,4.8382
15850,37.74,-122.44,4.5375
15851,37.74,-122.43,4.7437
15852,37.74,-122.43,3.8846
15853,37.74,-122.43,5.3292
15854,37.73,-122.43,5.0602
15855,37.73,-122.43,5.0782
15856,37.76,-122.38,1.4886
15857,37.76,-122.39,4.0042
15858,37.76,-122.39,3.675
15859,37.76,-122.39,3.9722
15860,37.76,-122.39,4.5057
15861,37.76,-122.39,3.7051
15862,37.75,-122.4,2.8679
15863,37.76,-122.4,4.119
15864,37.76,-122.4,4.4375
15865,37.76,-122.4,4.4074
15866,37.76,-122.41,1.9944
15867,37.76,-122.4,2.9312
15868,37.76,-122.41,2.8135
15869,37.76,-122.41,3.4028
15870,37.76,-122.41,3.0865
15871,37.76,-122.41,2.6667
15872,37.76,-122.41,3.0774
15873,37.76,-122.41,3.2964
15874,37.75,-122.4,2.0577
15875,37.75,-122.41,2.4531
15876,37.75,-122.41,3.4063
15877,37.75,-122.41,4.2891
15878,37.75,-122.41,2.5809
15879,37.75,-122.41,2.0325
15880,37.75,-122.41,2.3903
15881,37.75,-122.41,2.6538
15882,37.74,-122.39,2.5694
15883,37.73,-122.39,4.3393
15884,37.73,-122.4,3.4472
15885,37.74,-122.4,2.59
15886,37.73,-122.38,1.4282
15887,37.73,-122.38,1.4133
15888,37.74,-122.39,2.1767
15889,37.73,-122.38,2.625
15890,37.73,-122.38,2.2167
15891,37.73,-122.38,2.1667
15892,37.73,-122.39,2.2222
15893,37.73,-122.39,2.9063
15894,37.73,-122.39,2.8603
15895,37.73,-122.4,2.6364
15896,37.72,-122.39,1.1125
15897,37.72,-122.39,3.6607
15898,37.72,-122.39,2.1484
15899,37.75,-122.41,3.7813
15900,37.74,-122.41,4.1417
15901,37.74,-122.41,4.7031
15902,37.75,-122.41,3.4073
15903,37.75,-122.41,3.5912
